id,reference,Lead-3_summary,Lead-3_r1_p,Lead-3_r1_r,Lead-3_r1_f,Lead-3_r2_p,Lead-3_r2_r,Lead-3_r2_f,Lead-3_rL_f,TextRank_summary,TextRank_r1_p,TextRank_r1_r,TextRank_r1_f,TextRank_r2_p,TextRank_r2_r,TextRank_r2_f,TextRank_rL_f,LSA_summary,LSA_r1_p,LSA_r1_r,LSA_r1_f,LSA_r2_p,LSA_r2_r,LSA_r2_f,LSA_rL_f,LexRank_summary,LexRank_r1_p,LexRank_r1_r,LexRank_r1_f,LexRank_r2_p,LexRank_r2_r,LexRank_r2_f,LexRank_rL_f
1dd00c89d71a5611797bb34da8a6eada8f058405,"LZ: Indiana law pushing back LGBT rights, and other states' anti-LGBT moves, bow to far right wing that GOP candidates need for 2016 .
Cruz, Huckabee, Jindal, Carson, Walker are reviving culture wars, he says.  Equality for LGBT has not yet ""won"" in America .","CNN A year ago Bloomberg published a story with the following headline: Mike Pence, a Koch Favorite, Mulls 2016 Run for President. The story ticked off items on Pence s conservative things-to-do list while also noting his close ties to the deep-pocketed Koch brothers, as well as other right-wing lobbying groups. Last August the Indiana governor was in Dallas for an Americans for Prosperity event; the group is backed by the conservative Koch brothers, and supported Gov.",0.1358,0.25,0.176,0.0125,0.0233,0.0163,0.08,"Why would Pence ignore the pleas of Indiana s Chamber of Commerce as well as the Republican mayor of his state capital and sign such a bill? It is also the reason why Republican Jeb Bush, Pence s fellow White House hopeful, who is viewed as a little light in that category, was first to rush in to defend Pence and the law. In fact, according to the American Civil Liberties Union, the Indiana RFRA Religious Freedom Restoration Act is one of 24 introduced in 15 states this year that could allow someone to use their religious beliefs to discriminate.",0.07,0.1591,0.0972,0.0,0.0,0.0,0.0556,"Pence: Was I expecting this kind of backlash? It is a cultural war, as critical to the kind of nation we shall be as the Cold War itself. For this war is for the soul of America.",0.1622,0.1364,0.1481,0.0278,0.0233,0.0253,0.1235,"Because there s a very powerful wing of his party that wants a conservative as its 2016 candidate and this bill was Pence s way of shoring up his street cred. For there is no way a Republican can get through the pending primary without denouncing LGBT rights, which unfortunately will turn numerous Americans into single-issue voters. Bobby Jindal: I certainly will support Ted Cruz and others that are talking about making ... a constitutional amendment to allow states to continue to define marriage.",0.1667,0.3182,0.2187,0.0241,0.0465,0.0317,0.0937
1e1818bffffe5361e3ebe47358e9acf602f33f82,"Two people are taken into custody, but the protests -- on the whole -- are peaceful .
Baltimore police commissioner sits down with the Gray family .","CNN At least two people were taken into custody as protesters upset over the death of Freddie Gray scuffled Thursday evening with police on the streets of Baltimore. Tensions rose as demonstrators confronted police, several of whom shouted: Back up! The Baltimore Police Department said the two were detained for disorderly conduct and destruction of property.",0.25,0.6087,0.3544,0.0909,0.2273,0.1299,0.2785,"The police have a lot of questions that need to be answered, Andrew O Connell, an attorney for the Gray family, told CNN. The police had no reasonable suspicion to stop or arrest him, the attorney said. While Baltimore police say five of the six officers involved in the arrest have provided statements to investigators, the department has not released details of what the officers said or how Gray might have suffered the fatal injury.",0.0933,0.3043,0.1429,0.0405,0.1364,0.0625,0.1224,"The police had no reasonable suspicion to stop or arrest him, the attorney said. I thought we were better than that, he said. I thought we were better trained than that.",0.0968,0.1304,0.1111,0.0,0.0,0.0,0.1111,"Gray died Sunday, one week after he was arrested by Baltimore police. The police have a lot of questions that need to be answered, Andrew O Connell, an attorney for the Gray family, told CNN. The police had no reasonable suspicion to stop or arrest him, the attorney said.",0.1429,0.3043,0.1944,0.0625,0.1364,0.0857,0.1389
1ea2893555b80472c3b690b00dc9223c8f71e829,"Six young Minnesotans conspired to sneak into Syria and join ISIS ""by any means necessary,"" prosecutors say .
The men, ages 19 to 21, were arrested Sunday .
They plotted for 10 months, the U.S. attorney for the District of Minnesota says .","CNN A group of six young Minnesota men conspired to sneak into Syria and join ISIS by any means necessary, federal prosecutors said Monday. The group of friends, ages 19 to 21, were arrested Sunday. What s remarkable about this case was that nothing stopped these defendants from plotting their goal, said U.S. Attorney Andrew M. Luger of the District of Minnesota.",0.5079,0.7805,0.6154,0.371,0.575,0.451,0.5962,"CNN A group of six young Minnesota men conspired to sneak into Syria and join ISIS by any means necessary, federal prosecutors said Monday. In today s case, the answer is that this group of friends is recruiting each other. Another friend, who was part of the group, changed his mind and became a cooperating witness for the FBI, even tape recording some meetings, Luger said.",0.3485,0.561,0.4299,0.2,0.325,0.2476,0.3551,"They were not easily influenced. But it is not that simple. The judge ordered they all be held without bail, and a detention hearing was scheduled for Wednesday.",0.1786,0.122,0.1449,0.0,0.0,0.0,0.087,"CNN A group of six young Minnesota men conspired to sneak into Syria and join ISIS by any means necessary, federal prosecutors said Monday. In today s case, the answer is that this group of friends is recruiting each other. They plotted for 10 months, Luger said.",0.5319,0.6098,0.5682,0.3478,0.4,0.3721,0.4773
1eb5a51621a16535b548ae7b02bd923cd556cb2c,"""There is still smoke on and off,"" says resident with distant view .
The volcano erupts for third time since April 22 .
About 1,500 people are evacuated, an official says, according to CNN Chile .","CNN Chile s Calbuco Volcano erupted again Thursday, marking the third time since last week, the National Service of Geology and Mining said. Gregorio Billikopf lives across Lake Llanquihue from the volcano has been photographing and videotaping the three eruptions and described Thursday s event as spectacular but not as severe as the two prior ones. There is still smoke on and off, but nothing so dramatic as before , said Billikopf, a retired university adviser on agricultural issues.",0.1923,0.4412,0.2679,0.1429,0.3333,0.2,0.125,"CNN Chile s Calbuco Volcano erupted again Thursday, marking the third time since last week, the National Service of Geology and Mining said. Last week, military and police forces helped evacuate more than 4,400 residents, the Interior Ministry said then. Last week, people were being evacuated to Puerto Montt on 22 buses and military trucks, the Interior Ministry said.",0.25,0.4412,0.3191,0.0678,0.1212,0.087,0.1702,"On a good day I can see about eight volcanoes. Last week, people were being evacuated to Puerto Montt on 22 buses and military trucks, the Interior Ministry said. The eruption is a first for many in the region.",0.3077,0.3529,0.3288,0.0,0.0,0.0,0.137,"Last week, military and police forces helped evacuate more than 4,400 residents, the Interior Ministry said then. There was no immediate information on the strength of the third eruption, but government officials have said the second, spectacular nighttime eruption was stronger than the first one. The first eruption set off a bit of a panic in the region.",0.1695,0.2941,0.2151,0.0,0.0,0.0,0.1075
1ec031cfc87a8b4ee02762362b88d04e578cc04f,"Jack White taking a hiatus from touring after brief acoustic jaunt .
He'll play five states he has yet to get to, charge just $3 .
Places and times of shows are currently a mystery .","Billboard Fresh off his scorching performance at Coachella Saturday night and days before his next one on the festival s second weekend , rocker Jack White announced he ll take a hiatus from touring. White will wrap his touring efforts in support of Lazeretto with a brief, first-ever acoustic tour that will hit the only five states left in the U.S. that he has yet to play, according to White s website. Rounding out the acoustic quartet on tour will be Fats Kaplin, Lillie Mae Rische and Dominic Davis.",0.2444,0.6471,0.3548,0.1124,0.303,0.1639,0.2742,"White will wrap his touring efforts in support of Lazeretto with a brief, first-ever acoustic tour that will hit the only five states left in the U.S. that he has yet to play, according to White s website. Presumably, he s including all of his touring, with all bands, as Billboard could find only 29 states in which he has performed as Jack White. , our guess as to which five states White will play on the brief acoustic run: South and North Dakota, Wyoming, Vermont and ... Puerto Rico?",0.1889,0.5,0.2742,0.0674,0.1818,0.0984,0.1935,"The shows will be unannounced until day-of-show, with tickets priced at 3 and limited to one ticket per person, to be purchased only at the venue on a first-come, first-served basis. Through the process of elimination surely he has played Boise, Little Rock, and Salt Lake? All Rights Reserved.",0.1887,0.2941,0.2299,0.0385,0.0606,0.0471,0.092,"Billboard: Jack White on Not Being a Sound-Bite Artist, Living in the Wrong Era and Why Vinyl Records Are Hypnotic The purposely vague announcement surely has fans and journalists scouring the Internet for White s touring history. Presumably, he s including all of his touring, with all bands, as Billboard could find only 29 states in which he has performed as Jack White. , our guess as to which five states White will play on the brief acoustic run: South and North Dakota, Wyoming, Vermont and ... Puerto Rico?",0.1818,0.4706,0.2623,0.046,0.1212,0.0667,0.1639
1ec858d94ac0977ea87eebf35fddb339a81d587c,"Yoga guru Bikram Choudhury denies sexual assault allegations .
His accusers, he says, were manipulated to lie about him .
A former student says he uses his yoga accomplishments to hide the harm he's caused .","CNN For five decades, Bikram Choudhury built an empire. The signature hot yoga bearing his name drew throngs of devotees, spawning studios teaching the practice all over the world. He became a spiritual leader and celebrity icon with a long list of famous followers and friends.",0.1522,0.2059,0.175,0.0222,0.0303,0.0256,0.125,"He said, What should we do about us? I don t have to, he said. he said.",0.2941,0.1471,0.1961,0.0,0.0,0.0,0.1569,"He said, What should we do about us? I don t have to, he said. he said.",0.2941,0.1471,0.1961,0.0,0.0,0.0,0.1569,"I want to show you, he said, tell the truth to the world, that I never assaulted them. I don t have to, he said. I have no intention to have sex with any of my students or any women, said Choudhury, who said he s been married to his wife for more than 30 years.",0.1964,0.3235,0.2444,0.0182,0.0303,0.0227,0.1333
1ecb11d97cc3290881a814fa863c1b06b6b96502,"Dean Obeidallah: Apple's new emoji lineup is diverse in race, ethnicity and sexual orientation .
It's just like America, but what took Apple so long? Obeidallah asks .
He says change may rankle (or win over?) conservatives who discriminate against people because of their sexual orientation .","CNN The new emojis are here! On Thursday, Apple released a new version of its mobile operating system that includes more diversity than ever when it comes to the race, ethnicity and sexual orientation of its emojis -- those cute little images that users can insert into text messages or emails when words alone just won t cut it. The reaction to this new lineup is, as should be expected with almost anything new in today s hypersensitive climate, a range of cheers and jeers.",0.2024,0.3696,0.2615,0.0723,0.1333,0.0938,0.1692,"In fact, thanks to Apple, we may even see Brown Santa emojis this December. Apple has now given us gay and lesbian couple emojis, kissing with a heart over their heads. Apple has evolved in showing diversity -- from brown people to same-sex couples.",0.2273,0.2174,0.2222,0.0,0.0,0.0,0.1111,"Rather they are seen as recognition that their own ethnicity, sexual orientation, race or even hair color is part of mainstream America -- despite what others might say. But how about in December? In fact, thanks to Apple, we may even see Brown Santa emojis this December.",0.3478,0.3478,0.3478,0.0222,0.0222,0.0222,0.1522,"Think receiving a text of an image of a person smiling. In fact, thanks to Apple, we may even see Brown Santa emojis this December. Cue even more shrieking from Fox News.",0.1562,0.1087,0.1282,0.0,0.0,0.0,0.0769
1f1b86bd15ea6263654916f0f920c69984d46973,"Houthis call for halt to fighting and resumption of peace talks .
The cessation of airstrikes lasted less than 24 hours .
Next phase, called ""Operation Renewal of Hope,"" will focus on political process .","CNN As Saudi forces pounded southern Yemen with a fresh series of airstrikes Wednesday, Houthi rebels called for peace talks. The U.N.-sponsored talks should resume but only after a complete halt of attacks, Houthi spokesman Mohammed Abdulsalam said in a Facebook post. The previous round of talks between Houthi rebels and the government of Yemeni President Abdu Rabu Mansour Hadi failed in January after rebels attacked the President s personal residence and presidential palace in Sanaa, the Yemeni capital.",0.1481,0.375,0.2124,0.05,0.129,0.0721,0.1416,"CNN As Saudi forces pounded southern Yemen with a fresh series of airstrikes Wednesday, Houthi rebels called for peace talks. This month, Saudi officials said airstrikes have degraded Houthi-controlled military infrastructure, including key buildings in Sanaa. In the country s south, security officials on Wednesday reported two U.S. drone strikes against al Qaeda militants in Mukalla.",0.1552,0.2812,0.2,0.0526,0.0968,0.0682,0.1556,"Five airstrikes targeted a weapons depot in the province late Wednesday, two Taiz security officials said. In the country s south, security officials on Wednesday reported two U.S. drone strikes against al Qaeda militants in Mukalla. On Monday, six militants were killed when drone strikes targeted two vehicles in Shabwah, west of Mukalla.",0.0741,0.125,0.093,0.0,0.0,0.0,0.0465,"CNN As Saudi forces pounded southern Yemen with a fresh series of airstrikes Wednesday, Houthi rebels called for peace talks. Gen. Ahmed Asiri, a Saudi military spokesman. In the country s south, security officials on Wednesday reported two U.S. drone strikes against al Qaeda militants in Mukalla.",0.1875,0.2812,0.225,0.0638,0.0968,0.0769,0.175
1f4aaf00cad1c6272240bd109fd34201b92a0937,"Malik Ghat is a wholesale flower market in India that attracts more than 2,000 sellers each day .
Photographer Ken Hermann spent 10 days at the market photographing his project ""Flower Man""","CNN Eternally blooming in Kolkata, India, along the Hooghly River is Malik Ghat, a wholesale flower market that attracts more than 2,000 sellers each day. Photographer Ken Hermann visited the market for his project Flower Man, which is a series of portraits that casts light upon the people behind the petals. When Hermann was in Kolkata working on another assignment, he went to the market as a tourist.",0.3913,0.8438,0.5347,0.2941,0.6452,0.404,0.4752,"Photographer Ken Hermann visited the market for his project Flower Man, which is a series of portraits that casts light upon the people behind the petals. Some of the flowers, the sellers didn t allow us to take pictures of because they re flowers used for offering in the temple, Hermann said. They use these flowers in temples and all over India, so that s one of the more common flowers at the market, Hermann said.",0.25,0.5938,0.3519,0.1067,0.2581,0.1509,0.1852,"Follow CNNPhotos on Twitter to join the conversation about photography. And when they walk around, it s almost like a human bush or something like that. You can follow him on Facebook, Twitter and Instagram.",0.0857,0.0938,0.0896,0.0,0.0,0.0,0.0597,"Although the composition of the majority of Hermann s portraits encompasses the flower sellers in front of a neutral background, other portraits forgo this characteristic and consequently bring a sense of movement and fluidity to Flower Man. If you want to take pictures in India, people tend to just stand up and look proud and strong, Hermann said. It s very different from the Western world because if you take pictures here, people tend to smile.",0.1184,0.2812,0.1667,0.0267,0.0645,0.0377,0.1111
1faf623126af4beed4ea40802bcbbdfb7922d2f1,"A logic question about ""Cheryl's birthday"" goes viral .
The clues give just enough information to eliminate most possibilities .
It spread after a Singapore television host posted it to Facebook .","CNN Are you smarter than a really smart Singapore high school student? See if you can figure out Cheryl s birthday, the Singapore logic problem that s got the Internet twisted into knots. Some are even saying it s the math equivalent of the What color is the dress debate.",0.16,0.2667,0.2,0.0408,0.069,0.0513,0.175,"See if you can figure out Cheryl s birthday, the Singapore logic problem that s got the Internet twisted into knots. Cheryl s birthday challenge was meant to test the better high-school students competing in the Singapore and Asian Schools Math Olympiad, held April 8. Here it is: Cheryl has a birthday, and she doesn t want to share it right away.",0.1746,0.3667,0.2366,0.0323,0.069,0.044,0.172,"Cheryl s birthday challenge was meant to test the better high-school students competing in the Singapore and Asian Schools Math Olympiad, held April 8. So she gives her friends Albert and Bernard a list of 10 possible birthday dates: May 15, May 16, May 19, June 17, June 18, July 14, July 16, August 14, August 15 or August 17. See our video below for the answer from Georgia Tech Mathematician Matt Baker.",0.1216,0.3,0.1731,0.0274,0.069,0.0392,0.1154,"See if you can figure out Cheryl s birthday, the Singapore logic problem that s got the Internet twisted into knots. Cheryl s birthday challenge was meant to test the better high-school students competing in the Singapore and Asian Schools Math Olympiad, held April 8. Here it is: Cheryl has a birthday, and she doesn t want to share it right away.",0.1746,0.3667,0.2366,0.0323,0.069,0.044,0.172
1fc914ba15a6d6a344c4f0b1e918803039009baf,"Brynn Duncan has mast cell disease, which causes her to be allergic to almost everything .
Duncan has a feeding tube and is on constant doses of antihistamine .","Easley, South Carolina CNN The cracker or the bite of ice cream -- Brynn Duncan still isn t sure which one sent her into anaphylactic shock that day. Her food allergies change so frequently, keeping track is almost pointless. It was just another day with another massive allergic reaction.",0.1667,0.2963,0.2133,0.0213,0.0385,0.0274,0.1333,"For instance, Brynn has mast cell activation syndrome, meaning her mast cells act strangely, but they re not growing in number. But it s not really about the specifics; the allergens change depending on how angry her mast cells are that day, she says. Not everyone with mast cell activation syndrome has it as bad as Brynn does.",0.1207,0.2593,0.1647,0.0351,0.0769,0.0482,0.1412,"It was just another day with another massive allergic reaction. But in the last few years doctors such as Afrin have started to recognize that there are many different layers to mast cell disease. For instance, Brynn has mast cell activation syndrome, meaning her mast cells act strangely, but they re not growing in number.",0.1636,0.3333,0.2195,0.0556,0.1154,0.075,0.122,She can always tell when one is coming on. Scientists don t know yet what causes mast cell disease. But in the last few years doctors such as Afrin have started to recognize that there are many different layers to mast cell disease.,0.186,0.2963,0.2286,0.0476,0.0769,0.0588,0.1429
202a51397a4de6483e6a7427d1952c46fca69d81,"The singer had been off the scene for a while .
She says she was bedridden for months .
Lavigne was sometimes too weak to shower .","CNN When singer Avril Lavigne went missing from the music scene, there was tons of speculation. Was she pregnant? In rehab?",0.3333,0.2917,0.3111,0.0,0.0,0.0,0.2222,"Now the Canadian singer has revealed to People magazine that she was bedridden for five months after contracting Lyme disease. Lyme disease: What you should know . After her direct message about her health went viral, Lavigne was inundated with concern from fans.",0.2381,0.4167,0.303,0.0976,0.1739,0.125,0.2727,Was she pregnant? I thought I was dying. What followed was months of lightheadedness and lethargy that doctors were initially unable to diagnose.,0.2174,0.2083,0.2128,0.0,0.0,0.0,0.1702,"I felt like I couldn t breathe, I couldn t talk, and I couldn t move, she told the magazine. It felt like having all your life sucked out of you. After her direct message about her health went viral, Lavigne was inundated with concern from fans.",0.0851,0.1667,0.1127,0.0217,0.0435,0.029,0.0845
203886369feea77bbc35715e6d7e518b751f57de,"Museum: Anne Frank died earlier than previously believed .
Researchers re-examined archives and testimonies of survivors .
Anne and older sister Margot Frank are believed to have died in February 1945 .","CNN Seventy years ago, Anne Frank died of typhus in a Nazi concentration camp at the age of 15. Just two weeks after her supposed death on March 31, 1945, the Bergen-Belsen concentration camp where she had been imprisoned was liberated -- timing that showed how close the Jewish diarist had been to surviving the Holocaust. But new research released by the Anne Frank House shows that Anne and her older sister, Margot Frank, died at least a month earlier than previously thought.",0.2169,0.6,0.3186,0.0976,0.2759,0.1441,0.1947,"CNN Seventy years ago, Anne Frank died of typhus in a Nazi concentration camp at the age of 15. But new research released by the Anne Frank House shows that Anne and her older sister, Margot Frank, died at least a month earlier than previously thought. Margot died before Anne.",0.32,0.5333,0.4,0.1633,0.2759,0.2051,0.275,"The disease causes high fever, chills and skin eruptions. They concluded that it s unlikely the sisters survived until March, because witnesses at the camp said the sisters both had symptoms before February 7. Margot died before Anne.",0.1579,0.2,0.1765,0.0,0.0,0.0,0.1176,"CNN Seventy years ago, Anne Frank died of typhus in a Nazi concentration camp at the age of 15. They concluded that Anne and Margot probably did not survive to March 1945 -- contradicting the date of death which had previously been determined by Dutch authorities. Listen to Anne Frank s friends describe her concentration camp experience .",0.2143,0.4,0.2791,0.0545,0.1034,0.0714,0.2093
20779abc400c083fc8e37532cc9c1a24b7f19b28,"Timberlake and Biel welcome son Silas Randall Timberlake .
The couple announced the pregnancy in January .","CNN Justin Timberlake and Jessica Biel, welcome to parenthood. The celebrity couple announced the arrival of their son, Silas Randall Timberlake, in statements to People. Silas was the middle name of Timberlake s maternal grandfather Bill Bomar, who died in 2012, while Randall is the musician s own middle name, as well as his father s first, People reports.",0.2203,0.8667,0.3514,0.1207,0.5,0.1944,0.2703,"The celebrity couple announced the arrival of their son, Silas Randall Timberlake, in statements to People. Silas was the middle name of Timberlake s maternal grandfather Bill Bomar, who died in 2012, while Randall is the musician s own middle name, as well as his father s first, People reports. The couple announced the pregnancy in January, with an Instagram post.",0.1967,0.8,0.3158,0.15,0.6429,0.2432,0.2895,"The celebrity couple announced the arrival of their son, Silas Randall Timberlake, in statements to People. Silas was the middle name of Timberlake s maternal grandfather Bill Bomar, who died in 2012, while Randall is the musician s own middle name, as well as his father s first, People reports. The couple announced the pregnancy in January, with an Instagram post.",0.1967,0.8,0.3158,0.15,0.6429,0.2432,0.2895,"The celebrity couple announced the arrival of their son, Silas Randall Timberlake, in statements to People. Silas was the middle name of Timberlake s maternal grandfather Bill Bomar, who died in 2012, while Randall is the musician s own middle name, as well as his father s first, People reports. The couple announced the pregnancy in January, with an Instagram post.",0.1967,0.8,0.3158,0.15,0.6429,0.2432,0.2895
20a6b5894c4cd75e32f6f4946467854aeb539337,"Case begins when police find video of what appears to be a gang rape .
2 students from Troy University in Alabama are charged in the case .","CNN Two Alabama college students are accused of gang raping a woman while on spring break at Florida s Panama City Beach. Ryan Calhoun and Delonte Martistee, students at Troy University, were arrested and charged with sexual battery by multiple perpetrators, according to a statement from the Bay County, Florida, Sheriff s Office. The Troy, Alabama, Police Department found video of what appeared to be a Panama City gang rape during the course of an investigation into an unrelated shooting.",0.225,0.6923,0.3396,0.1013,0.32,0.1538,0.2075,"Ryan Calhoun and Delonte Martistee, students at Troy University, were arrested and charged with sexual battery by multiple perpetrators, according to a statement from the Bay County, Florida, Sheriff s Office. The video was turned over to the Bay County Sheriff s Office. The Bay County Sheriff s Office Criminal Investigations Division has identified the victim in the video but said state law prevents the office from releasing any information about her.",0.1389,0.3846,0.2041,0.0282,0.08,0.0417,0.1224,"We are not releasing her location or any additional information on victim to protect her from further trauma, said sheriff s spokesman Tommy Ford. After interviewing witnesses, Bay County investigators determined the alleged rape took place sometime from March 10, 2015, to March 12, 2015, behind Spinnaker Beach Club, a popular bar and dance club for spring breakers. CNN could not determine if the men have attorneys.",0.0896,0.2308,0.129,0.0,0.0,0.0,0.086,CNN Two Alabama college students are accused of gang raping a woman while on spring break at Florida s Panama City Beach. The Bay County Sheriff s Office Criminal Investigations Division has identified the victim in the video but said state law prevents the office from releasing any information about her. A statement from Troy University confirmed the two men are current students.,0.2063,0.5,0.2921,0.0645,0.16,0.092,0.1573
20aaaf9357b437f83ac7745f02b71d4e93d8753f,"Five recent deaths heighten suspicions on both side of Ukraine's ethnic divide .
Ukraine's President orders an investigation of the recent killings .
The opposition calls the killings ""oppression,"" but the government says Moscow may be to blame .","Kiev, Ukraine CNN The question haunting Kiev is this: Who might be murdering allies of Ukraine s ousted President Viktor Yanukovych? The idea that this might be happening is not entirely new. But it muscled its way to the fore again this week with two high-profile shooting deaths in the Ukrainian capital -- one of a former member of parliament with ties to Yanukovych, the other of a Ukrainian journalist known for his pro-Russian views.",0.1842,0.3684,0.2456,0.0267,0.0541,0.0357,0.1404,"But it muscled its way to the fore again this week with two high-profile shooting deaths in the Ukrainian capital -- one of a former member of parliament with ties to Yanukovych, the other of a Ukrainian journalist known for his pro-Russian views. Kalashnikov, 52, was a member of the Party of Regions, the former ruling party in Ukraine, and was close to Yanukovych. Ukrainian President Petro Poroshenko, who came to office after Yanukovych was ousted, has demanded an investigation of the killings of Kalashnikov and Buzyna, his media office said.",0.1522,0.3684,0.2154,0.044,0.1081,0.0625,0.1385,"Police are investigating the death as a murder. He, too, reportedly left a suicide note. Police are investigating various scenarios, including suicide.",0.1364,0.0789,0.1,0.0,0.0,0.0,0.0667,"But it muscled its way to the fore again this week with two high-profile shooting deaths in the Ukrainian capital -- one of a former member of parliament with ties to Yanukovych, the other of a Ukrainian journalist known for his pro-Russian views. Kalashnikov, 52, was a member of the Party of Regions, the former ruling party in Ukraine, and was close to Yanukovych. Ukrainian President Petro Poroshenko, who came to office after Yanukovych was ousted, has demanded an investigation of the killings of Kalashnikov and Buzyna, his media office said.",0.1522,0.3684,0.2154,0.044,0.1081,0.0625,0.1385
20adc6865b6c8ab3602f7ce902bbf9f032272e5b,"Indonesia executed eight prisoners including two Australians on Wednesday .
Two of ""Bali Nine"" were killed despite Australia's pleas for mercy .
All around the world, innocent people being killed by the state in our name, writes Mark Beeson .","Western Australia CNN Many Australians are understandably appalled by the brutal and pointless executions of Andrew Chan and Myuran Sukumaran. The death penalty looks anachronistic and ineffective at the best of times, but to kill two people who had clearly made the most of their long periods of incarceration to transform themselves and make amends for their actions looks gratuitous and cruel. Consequently, Indonesia s actions raise more general questions about the powers we give to states -- or, more accurately, to those who control the coercive apparatus of the state at any particular moment.",0.1489,0.3684,0.2121,0.0215,0.0541,0.0308,0.1061,"Significantly, it is those same national borders that demarcate the extent of Indonesia s leaders ability -- or even desire, perhaps -- to use their capacity for state-sanctioned violence. Obama clearly was not intending to kill Americans, and this has only become an issue because one of the hostages actually was. The key point is that we are collectively responsible for such deaths at some level or another, especially if our leaders and state officials carry them out.",0.1169,0.2368,0.1565,0.0,0.0,0.0,0.1043,"State officials can order people to be killed because -- especially in democracies -- we authorize them to do so. The recent death of an American hostage during a recent drone strike highlights the potential for collateral damage . Not any longer in Australia, at least.",0.2326,0.2632,0.2469,0.0238,0.027,0.0253,0.1235,State officials can order people to be killed because -- especially in democracies -- we authorize them to do so. However disappointed we may be in the actions of Indonesian President Joko Widodo -- in whom so many inside and outside Indonesia have invested such hopes as a progressive force -- he can make a couple of claims in his defense. Other countries -- including Australia -- have no such inhibitions and regularly kill perfectly innocent civilians in the course of one conflict or another.,0.1646,0.3421,0.2222,0.0128,0.027,0.0174,0.0855
213cec41607137c8ba406ef837305f4975ebf534,"New Line Cinema is reportedly planning a Mariah Carey Christmas movie .
Carey was queen of the '90s, and that decade is totally hot now .","CNN All we want for Christmas is you, Mariah Carey! According to EW, New Line Cinema is planning a Mariah Carey Christmas movie. Producer Jonathan Shestack confirmed that he is working on the yet-untitled project with Carey s good friend director Brett Ratner co-producing.",0.3043,0.5833,0.4,0.1778,0.3478,0.2353,0.3429,"CNN All we want for Christmas is you, Mariah Carey! According to EW, New Line Cinema is planning a Mariah Carey Christmas movie. It will be everything you hope a Christmas movie with Mariah Carey would be.",0.3243,0.5,0.3934,0.2222,0.3478,0.2712,0.3607,"It s a little bit about how music can take you back in time, Shestack told EW. The Backstreet Boys have a documentary out, NBC is bringing the sitcom Coach back to television, JNCO jeans are being spotted, and there s talk of a new version of Full House. You can t forget about her .",0.1091,0.25,0.1519,0.0,0.0,0.0,0.0759,"CNN All we want for Christmas is you, Mariah Carey! It will be everything you hope a Christmas movie with Mariah Carey would be. The 90s are so coming back .",0.3,0.375,0.3333,0.1034,0.1304,0.1154,0.2963
225f2330a6477e05fd3cebb31d3c87243cd40eb6,"This page includes the show Transcript .
Use the Transcript to help students with reading comprehension and vocabulary .
At the bottom of the page, comment for a chance to be mentioned on CNN Student News.  You must be a teacher or a student age 13 or older to request a mention on the CNN Student News Roll Call.","April 8, 2015 . After a report on headlines concerning the U.S. and Cuba, CNN Student News gives some perspective on California s historic drought: Its effects are becoming more likely to ripple across the nation. There s been a flu outbreak in Chicago -- but not one that affects humans.",0.22,0.193,0.2056,0.0408,0.0357,0.0381,0.1308,On this page you will find today s show Transcript and a place for you to request to be on the CNN Student News Roll Call. Click here to access the transcript of today s CNN Student News program. You must be a teacher or a student age 13 or older to request a mention on the CNN Student News Roll Call!,0.6774,0.7368,0.7059,0.459,0.5,0.4786,0.5882,"April 8, 2015 . And a proposed tunnel would connect Denmark and Germany via an undersea road and rail line. We will be selecting schools from the comments of the previous show.",0.2581,0.1404,0.1818,0.0333,0.0179,0.0233,0.0909,"On this page you will find today s show Transcript and a place for you to request to be on the CNN Student News Roll Call. TRANSCRIPT . For a chance to be mentioned on the next CNN Student News, comment on the bottom of this page with your school name, mascot, city and state.",0.6667,0.6316,0.6486,0.3585,0.3393,0.3486,0.3604
226f50e892a6cef2bb4402879bf7e398d06c98cf,"About a year after al Qaeda took Warren Weinstein hostage, his family paid a ransom, a Pakistani source says .
The captors demanded that other prisoners be released, the source says .
Weinstein, an American aid worker, was killed in a drone strike in January, the U.S. says .","Washington CNN In 2011, al Qaeda took Warren Weinstein hostage. Then, about a year later, his family paid money to his captors, said a Pakistani source who was in regular contact with the kidnappers. It did not lead to the American aid worker s release, and he was inadvertently killed in an anti-terror strike in January, the White House announced Thursday.",0.5,0.6596,0.5688,0.2787,0.3696,0.3178,0.4404,"It s a criticism that has resurfaced as the families of American hostages were killed abroad spoke up and voiced their frustrations with what they characterized as insufficient U.S. government efforts to bring their loved ones home. Bergdahl, as are all of the Americans who are being held abroad, she said on CNN last June. While the U.S. policy of not negotiating with terrorists would remain in place, the State Department is reviewing how it works to secure the release of American hostages held by terrorists abroad, she said.",0.1538,0.2979,0.2029,0.0222,0.0435,0.0294,0.1159,"Washington CNN In 2011, al Qaeda took Warren Weinstein hostage. Al Qaeda hostage Warren Weinstein killed . On Friday, Elaine Weinstein said in a statement that the family has been moved by the tremendous outpouring of support from around the world.",0.4,0.3404,0.3678,0.1538,0.1304,0.1412,0.2529,"Washington CNN In 2011, al Qaeda took Warren Weinstein hostage. Then, about a year later, his family paid money to his captors, said a Pakistani source who was in regular contact with the kidnappers. Weinstein s family in Maryland was initially reluctant to take their case to Congress.",0.4583,0.4681,0.4632,0.234,0.2391,0.2366,0.3368
